generalized_domain,domain_A_queries,domain_AAAA_queries,company,Num,Domain,search_pattern,domain_CNAME_queries,searched_correctly
iot.ap-southeast-5.aliyuncs.com.,rrset/name/*.iot.ap-southeast-5.aliyuncs.com./A,rrset/name/*.iot.ap-southeast-5.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.ap-southeast-5.aliyuncs.com./CNAME,
iot.ap-south-1.aliyuncs.com.,rrset/name/*.iot.ap-south-1.aliyuncs.com./A,rrset/name/*.iot.ap-south-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.ap-south-1.aliyuncs.com./CNAME,
iot.ap-northeast-1.aliyuncs.com.,rrset/name/*.iot.ap-northeast-1.aliyuncs.com./A,rrset/name/*.iot.ap-northeast-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.ap-northeast-1.aliyuncs.com./CNAME,
iot.us-west-1.aliyuncs.com.,rrset/name/*.iot.us-west-1.aliyuncs.com./A,rrset/name/*.iot.us-west-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.us-west-1.aliyuncs.com./CNAME,
iot.us-east-1.aliyuncs.com.,rrset/name/*.iot.us-east-1.aliyuncs.com./A,rrset/name/*.iot.us-east-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.us-east-1.aliyuncs.com./CNAME,
iot.eu-central-1.aliyuncs.com.,rrset/name/*.iot.eu-central-1.aliyuncs.com./A,rrset/name/*.iot.eu-central-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.eu-central-1.aliyuncs.com./CNAME,
iot.eu-west-1.aliyuncs.com.,rrset/name/*.iot.eu-west-1.aliyuncs.com./A,rrset/name/*.iot.eu-west-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot.eu-west-1.aliyuncs.com./CNAME,
iot.europe.oraclecloud.com,rrset/name/*.iot.europe.oraclecloud.com/A,rrset/name/*.iot.europe.oraclecloud.com/A,'Oracle',,,,rrset/name/*.iot.europe.oraclecloud.com/CNAME,
iot.us.oraclecloud.com.,rrset/name/*.iot.us.oraclecloud.com./A,rrset/name/*.iot.us.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.us.oraclecloud.com./CNAME,
iot.dv2.oraclecloud.com.,rrset/name/*.iot.dv2.oraclecloud.com./A,rrset/name/*.iot.dv2.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.dv2.oraclecloud.com./CNAME,
iot.ocs.oraclecloud.com.,rrset/name/*.iot.ocs.oraclecloud.com./A,rrset/name/*.iot.ocs.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.ocs.oraclecloud.com./CNAME,
iot.pp1.oraclecloud.com,rrset/name/*.iot.pp1.oraclecloud.com/A,rrset/name/*.iot.pp1.oraclecloud.com/A,'Oracle',,,,rrset/name/*.iot.pp1.oraclecloud.com/CNAME,
iot.internal-pod.dv2.oraclecloud.com.,rrset/name/*.iot.internal-pod.dv2.oraclecloud.com./A,rrset/name/*.iot.internal-pod.dv2.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.internal-pod.dv2.oraclecloud.com./CNAME,
iot.internal-pod.us.oraclecloud.com.,rrset/name/*.iot.internal-pod.us.oraclecloud.com./A,rrset/name/*.iot.internal-pod.us.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.internal-pod.us.oraclecloud.com./CNAME,
iot.internal-pod.europe.oraclecloud.com.,rrset/name/*.iot.internal-pod.europe.oraclecloud.com./A,rrset/name/*.iot.internal-pod.europe.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.internal-pod.europe.oraclecloud.com./CNAME,
iot.internal-pod.ocs.oraclecloud.com.,rrset/name/*.iot.internal-pod.ocs.oraclecloud.com./A,rrset/name/*.iot.internal-pod.ocs.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.internal-pod.ocs.oraclecloud.com./CNAME,
iot.internal-pod.pp1.oraclecloud.com.,rrset/name/*.iot.internal-pod.pp1.oraclecloud.com./A,rrset/name/*.iot.internal-pod.pp1.oraclecloud.com./AAAA,'Oracle',,,,rrset/name/*.iot.internal-pod.pp1.oraclecloud.com./CNAME,
oracleiotcloud.com.,rrset/name/*.oracleiotcloud.com./A,rrset/name/*.oracleiotcloud.com./AAAA,'Oracle',,,,rrset/name/*.oracleiotcloud.com./CNAME,
eu1.mindsphere.io,rrset/name/*.eu1.mindsphere.io./A,rrset/name/*.eu1.mindsphere.io./AAAA,Siemens,,,,rrset/name/*.eu1.mindsphere.io./CNAME,
eu2.mindsphere.io,rrset/name/*.eu2.mindsphere.io./A,rrset/name/*.eu2.mindsphere.io./AAAA,Siemens,,,,rrset/name/*.eu2.mindsphere.io./CNAME,
cn1.mindsphere-in.cn,rrset/name/*.cn1.mindsphere-in.cn./A,rrset/name/*.cn1.mindsphere-in.cn./AAAA,Siemens,,,,rrset/name/*.cn1.mindsphere-in.cn./CNAME,
na.airvantage.net,rrset/name/*.na.airvantage.net./A,rrset/name/*.na.airvantage.net./AAAA,Sierra Wireless,,,,rrset/name/*.na.airvantage.net./CNAME,
eu.airvantage.net,rrset/name/*.eu.airvantage.net./A,rrset/name/*.eu.airvantage.net./AAAA,Sierra Wireless,,,,rrset/name/*.eu.airvantage.net./CNAME,
bs.airvantage.net,rrset/name/*.bs.airvantage.net./A,rrset/name/*.bs.airvantage.net./AAAA,Sierra Wireless,,,,rrset/name/*.bs.airvantage.net./CNAME,
m2mop.net,rrset/name/*.m2mop.net./A,rrset/name/*.m2mop.net./AAAA,Sierra Wireless,,,,rrset/name/*.m2mop.net./CNAME,
bosch-iot-suite.com,rrset/name/*.bosch-iot-suite.com./A,rrset/name/*.bosch-iot-suite.com./AAAA,Bosch,,,,rrset/name/*.bosch-iot-suite.com./CNAME,
bosch-iot-hub.com,rrset/name/*.bosch-iot-hub.com./A,rrset/name/*.bosch-iot-hub.com./AAAA,Bosch,,,,rrset/name/*.bosch-iot-hub.com./CNAME,
internetofthings.ibmcloud.com,rrset/name/*.internetofthings.ibmcloud.com./A,rrset/name/*.internetofthings.ibmcloud.com./AAAA,IBM,7.0,internetofthings.ibmcloud.com,(\S+\.)*(?=internetofthings\.ibmcloud\.com$),rrset/name/*.internetofthings.ibmcloud.com./CNAME,True
iot.sap,rrset/name/*.iot.sap./A,rrset/name/*.iot.sap./AAAA,SAP,26.0,iot.sap,(\S+\.)*(?=iot\.sap$),rrset/name/*.iot.sap./CNAME,True
ciscokinetic.io,rrset/name/*.ciscokinetic.io./A,rrset/name/*.ciscokinetic.io./AAAA,Cisco,3.0,ciscokinetic.io,(\S+\.)*(?=ciscokinetic\.io$),rrset/name/*.ciscokinetic.io./CNAME,True
pass.cloud.global.fujitsu.com,rrset/name/*.pass.cloud.global.fujitsu.com./A,rrset/name/*.pass.cloud.global.fujitsu.com./AAAA,Fujitsu,12.0,pass.cloud.global.fujitsu.com,,rrset/name/*.pass.cloud.global.fujitsu.com./CNAME,True
iot.gz.baidubce.com,rrset/name/*.iot.gz.baidubce.com./A,rrset/name/*.iot.gz.baidubce.com./AAAA,Baidu,33.0,iot.gz.baidubce.com,(\S+\.)*(?=iot\.gz\.baidubce\.com$),rrset/name/*.iot.gz.baidubce.com./CNAME,True
iot.bj.baidubce.com,rrset/name/*.iot.bj.baidubce.com./A,rrset/name/*.iot.bj.baidubce.com./AAAA,Baidu,33.0,iot.bj.baidubce.com,(\S+\.)*(?=iot\.gz\.baidubce\.com$),rrset/name/*.iot.bj.baidubce.com./CNAME,True
azure-devices.net,rrset/name/*.azure-devices.net./A,rrset/name/*.azure-devices.net./AAAA,Microsoft,1.0,azure-devices.net,(\S+\.)*(?=azure-devices\.net$),rrset/name/*.azure-devices.net./CNAME,True
mqtt.googleapis.com,rrset/name/mqtt.googleapis.com./A,rrset/name/mqtt.googleapis.com./AAAA,Google,4.0,mqtt.googleapis.com,(\S+\.)*(?=mqtt\.googleapis\.com$),rrset/name/mqtt.googleapis.com./CNAME,True
cloudiotdevice.googleapis.com,rrset/name/cloudiotdevice.googleapis.com./A,rrset/name/cloudiotdevice.googleapis.com./AAAA,Google,4.0,cloudiotdevice.googleapis.com,(\S+\.)*(?=cloudiotdevice\.googleapis\.com$),rrset/name/cloudiotdevice.googleapis.com./CNAME,True
