generalized_domain,domain_A_queries,domain_AAAA_queries,company,Num,Domain,search_pattern,domain_CNAME_queries,searched_correctly
iot-coaps-dev.eu-west-0.myhuaweicloud.com.,rrset/name/*.iot-coaps-dev.eu-west-0.myhuaweicloud.com./A,rrset/name/*.iot-coaps-dev.eu-west-0.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-coaps-dev.eu-west-0.myhuaweicloud.com./CNAME,
iot-coaps-dev.la-south-1.myhuaweicloud.com.,rrset/name/*.iot-coaps-dev.la-south-1.myhuaweicloud.com./A,rrset/name/*.iot-coaps-dev.la-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-coaps-dev.la-south-1.myhuaweicloud.com./CNAME,
iot-api-dev.af-south-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.af-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.af-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.af-south-1.myhuaweicloud.com./CNAME,
iot-api-dev.ap-southeast-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.ap-southeast-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.ap-southeast-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.ap-southeast-2.myhuaweicloud.com./CNAME,
iot-api-dev.ap-southeast-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.ap-southeast-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.ap-southeast-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.ap-southeast-1.myhuaweicloud.com./CNAME,
iot-api-dev.ap-southeast-3.myhuaweicloud.com.,rrset/name/*.iot-api-dev.ap-southeast-3.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.ap-southeast-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.ap-southeast-3.myhuaweicloud.com./CNAME,
iot-api-dev.cn-east-3.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-east-3.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-east-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-east-3.myhuaweicloud.com./CNAME,
iot-api-dev.cn-east-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-east-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-east-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-east-2.myhuaweicloud.com./CNAME,
iot-api-dev.cn-east-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-east-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-east-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-east-1.myhuaweicloud.com./CNAME,
iot-api-dev.cn-north-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-north-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-north-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-north-1.myhuaweicloud.com./CNAME,
iot-api-dev.cn-south-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-south-1.myhuaweicloud.com./CNAME,
iot-api-dev.cn-south-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-south-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-south-2.myhuaweicloud.com./CNAME,
iot-api-dev.sa-argentina-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.sa-argentina-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.sa-argentina-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.sa-argentina-1.myhuaweicloud.com./CNAME,
iot-api-dev.sa-peru-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.sa-peru-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.sa-peru-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.sa-peru-1.myhuaweicloud.com./CNAME,
iot-api-dev.la-south-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.la-south-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.la-south-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.la-south-2.myhuaweicloud.com./CNAME,
iot-api-dev.sa-chile-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.sa-chile-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.sa-chile-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.sa-chile-1.myhuaweicloud.com./CNAME,
iot-api-dev.na-mexico-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.na-mexico-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.na-mexico-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.na-mexico-1.myhuaweicloud.com./CNAME,
iot-api-dev.sa-brazil-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.sa-brazil-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.sa-brazil-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.sa-brazil-1.myhuaweicloud.com./CNAME,
iot-api-dev.cn-southwest-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-southwest-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-southwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-southwest-2.myhuaweicloud.com./CNAME,
iot-api-dev.cn-southwest-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-southwest-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-southwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-southwest-1.myhuaweicloud.com./CNAME,
iot-api-dev.cn-north-4.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-north-4.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-north-4.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-north-4.myhuaweicloud.com./CNAME,
iot-api-dev.cn-north-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-north-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-north-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-north-2.myhuaweicloud.com./CNAME,
iot-api-dev.cn-north-3.myhuaweicloud.com.,rrset/name/*.iot-api-dev.cn-north-3.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.cn-north-3.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.cn-north-3.myhuaweicloud.com./CNAME,
iot-api-dev.ru-northwest-2.myhuaweicloud.com.,rrset/name/*.iot-api-dev.ru-northwest-2.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.ru-northwest-2.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.ru-northwest-2.myhuaweicloud.com./CNAME,
iot-api-dev.ru-northwest-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.ru-northwest-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.ru-northwest-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.ru-northwest-1.myhuaweicloud.com./CNAME,
iot-api-dev.eu-west-0.myhuaweicloud.com.,rrset/name/*.iot-api-dev.eu-west-0.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.eu-west-0.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.eu-west-0.myhuaweicloud.com./CNAME,
iot-api-dev.la-south-1.myhuaweicloud.com.,rrset/name/*.iot-api-dev.la-south-1.myhuaweicloud.com./A,rrset/name/*.iot-api-dev.la-south-1.myhuaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.la-south-1.myhuaweicloud.com./CNAME,
iot-coaps.huaweicloud.com.,rrset/name/*.iot-coaps.huaweicloud.com./A,rrset/name/*.iot-coaps.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-coaps.huaweicloud.com./CNAME,
iot-api.huaweicloud.com.,rrset/name/*.iot-api.huaweicloud.com./A,rrset/name/*.iot-api.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api.huaweicloud.com./CNAME,
iot-acc.huaweicloud.com.,rrset/name/*.iot-acc.huaweicloud.com./A,rrset/name/*.iot-acc.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc.huaweicloud.com./CNAME,
iot-coaps-dev.huaweicloud.com.,rrset/name/*.iot-coaps-dev.huaweicloud.com./A,rrset/name/*.iot-coaps-dev.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-coaps-dev.huaweicloud.com./CNAME,
iot-api-dev.huaweicloud.com.,rrset/name/*.iot-api-dev.huaweicloud.com./A,rrset/name/*.iot-api-dev.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-api-dev.huaweicloud.com./CNAME,
iot-acc-dev.huaweicloud.com.,rrset/name/*.iot-acc-dev.huaweicloud.com./A,rrset/name/*.iot-acc-dev.huaweicloud.com./AAAA,'Huawei Technologies',,,,rrset/name/*.iot-acc-dev.huaweicloud.com./CNAME,
iot.us-east-2.amazonaws.com.,rrset/name/*.iot.us-east-2.amazonaws.com./A,rrset/name/*.iot.us-east-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-east-2.amazonaws.com./CNAME,
iot.us-east-1.amazonaws.com.,rrset/name/*.iot.us-east-1.amazonaws.com./A,rrset/name/*.iot.us-east-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-east-1.amazonaws.com./CNAME,
iot.us-west-1.amazonaws.com.,rrset/name/*.iot.us-west-1.amazonaws.com./A,rrset/name/*.iot.us-west-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-west-1.amazonaws.com./CNAME,
iot.us-west-2.amazonaws.com.,rrset/name/*.iot.us-west-2.amazonaws.com./A,rrset/name/*.iot.us-west-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-west-2.amazonaws.com./CNAME,
iot.af-south-1.amazonaws.com.,rrset/name/*.iot.af-south-1.amazonaws.com./A,rrset/name/*.iot.af-south-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.af-south-1.amazonaws.com./CNAME,
iot.ap-east-1.amazonaws.com.,rrset/name/*.iot.ap-east-1.amazonaws.com./A,rrset/name/*.iot.ap-east-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-east-1.amazonaws.com./CNAME,
iot.ap-south-1.amazonaws.com.,rrset/name/*.iot.ap-south-1.amazonaws.com./A,rrset/name/*.iot.ap-south-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-south-1.amazonaws.com./CNAME,
iot.ap-northeast-3.amazonaws.com.,rrset/name/*.iot.ap-northeast-3.amazonaws.com./A,rrset/name/*.iot.ap-northeast-3.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-northeast-3.amazonaws.com./CNAME,
iot.ap-northeast-2.amazonaws.com.,rrset/name/*.iot.ap-northeast-2.amazonaws.com./A,rrset/name/*.iot.ap-northeast-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-northeast-2.amazonaws.com./CNAME,
iot.ap-southeast-1.amazonaws.com.,rrset/name/*.iot.ap-southeast-1.amazonaws.com./A,rrset/name/*.iot.ap-southeast-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-southeast-1.amazonaws.com./CNAME,
iot.ap-southeast-2.amazonaws.com.,rrset/name/*.iot.ap-southeast-2.amazonaws.com./A,rrset/name/*.iot.ap-southeast-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-southeast-2.amazonaws.com./CNAME,
iot.ap-northeast-1.amazonaws.com.,rrset/name/*.iot.ap-northeast-1.amazonaws.com./A,rrset/name/*.iot.ap-northeast-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ap-northeast-1.amazonaws.com./CNAME,
iot.ca-central-1.amazonaws.com.,rrset/name/*.iot.ca-central-1.amazonaws.com./A,rrset/name/*.iot.ca-central-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.ca-central-1.amazonaws.com./CNAME,
iot.cn-north-1.amazonaws.com.,rrset/name/*.iot.cn-north-1.amazonaws.com./A,rrset/name/*.iot.cn-north-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.cn-north-1.amazonaws.com./CNAME,
iot.cn-northwest-1.amazonaws.com.,rrset/name/*.iot.cn-northwest-1.amazonaws.com./A,rrset/name/*.iot.cn-northwest-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.cn-northwest-1.amazonaws.com./CNAME,
iot.eu-central-1.amazonaws.com.,rrset/name/*.iot.eu-central-1.amazonaws.com./A,rrset/name/*.iot.eu-central-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-central-1.amazonaws.com./CNAME,
iot.eu-west-1.amazonaws.com.,rrset/name/*.iot.eu-west-1.amazonaws.com./A,rrset/name/*.iot.eu-west-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-west-1.amazonaws.com./CNAME,
iot.eu-west-2.amazonaws.com.,rrset/name/*.iot.eu-west-2.amazonaws.com./A,rrset/name/*.iot.eu-west-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-west-2.amazonaws.com./CNAME,
iot.eu-south-1.amazonaws.com.,rrset/name/*.iot.eu-south-1.amazonaws.com./A,rrset/name/*.iot.eu-south-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-south-1.amazonaws.com./CNAME,
iot.eu-west-3.amazonaws.com.,rrset/name/*.iot.eu-west-3.amazonaws.com./A,rrset/name/*.iot.eu-west-3.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-west-3.amazonaws.com./CNAME,
iot.eu-north-1.amazonaws.com.,rrset/name/*.iot.eu-north-1.amazonaws.com./A,rrset/name/*.iot.eu-north-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.eu-north-1.amazonaws.com./CNAME,
iot.me-south-1.amazonaws.com.,rrset/name/*.iot.me-south-1.amazonaws.com./A,rrset/name/*.iot.me-south-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.me-south-1.amazonaws.com./CNAME,
iot.sa-east-1.amazonaws.com.,rrset/name/*.iot.sa-east-1.amazonaws.com./A,rrset/name/*.iot.sa-east-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.sa-east-1.amazonaws.com./CNAME,
iot.us-gov-east-1.amazonaws.com.,rrset/name/*.iot.us-gov-east-1.amazonaws.com./A,rrset/name/*.iot.us-gov-east-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-gov-east-1.amazonaws.com./CNAME,
iot.us-gov-west-1.amazonaws.com.,rrset/name/*.iot.us-gov-west-1.amazonaws.com./A,rrset/name/*.iot.us-gov-west-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.iot.us-gov-west-1.amazonaws.com./CNAME,
lorawan.us-east-1.amazonaws.com.,rrset/name/*.lorawan.us-east-1.amazonaws.com./A,rrset/name/*.lorawan.us-east-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.us-east-1.amazonaws.com./CNAME,
lorawan.us-west-2.amazonaws.com.,rrset/name/*.lorawan.us-west-2.amazonaws.com./A,rrset/name/*.lorawan.us-west-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.us-west-2.amazonaws.com./CNAME,
lorawan.us-west-1.amazonaws.com.,rrset/name/*.lorawan.us-west-1.amazonaws.com./A,rrset/name/*.lorawan.us-west-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.us-west-1.amazonaws.com./CNAME,
lorawan.ap-northeast-1.amazonaws.com.,rrset/name/*.lorawan.ap-northeast-1.amazonaws.com./A,rrset/name/*.lorawan.ap-northeast-1.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.ap-northeast-1.amazonaws.com./CNAME,
lorawan.ap-northeast-2.amazonaws.com.,rrset/name/*.lorawan.ap-northeast-2.amazonaws.com./A,rrset/name/*.lorawan.ap-northeast-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.ap-northeast-2.amazonaws.com./CNAME,
lorawan.ap-southeast-2.amazonaws.com.,rrset/name/*.lorawan.ap-southeast-2.amazonaws.com./A,rrset/name/*.lorawan.ap-southeast-2.amazonaws.com./AAAA,'Amazon AWS',,,,rrset/name/*.lorawan.ap-southeast-2.amazonaws.com./CNAME,
iot-amqp.cn-shanghai.aliyuncs.com.,rrset/name/*.iot-amqp.cn-shanghai.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-shanghai.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-shanghai.aliyuncs.com./CNAME,
iot-amqp.cn-zhangjiakou.aliyuncs.com.,rrset/name/*.iot-amqp.cn-zhangjiakou.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-zhangjiakou.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-zhangjiakou.aliyuncs.com./CNAME,
iot-amqp.cn-beijing.aliyuncs.com.,rrset/name/*.iot-amqp.cn-beijing.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-beijing.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-beijing.aliyuncs.com./CNAME,
iot-amqp.cn-wulanchabu.aliyuncs.com.,rrset/name/*.iot-amqp.cn-wulanchabu.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-wulanchabu.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-wulanchabu.aliyuncs.com./CNAME,
iot-amqp.cn-shenzhen.aliyuncs.com.,rrset/name/*.iot-amqp.cn-shenzhen.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-shenzhen.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-shenzhen.aliyuncs.com./CNAME,
iot-amqp.cn-heyuan.aliyuncs.com.,rrset/name/*.iot-amqp.cn-heyuan.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-heyuan.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-heyuan.aliyuncs.com./CNAME,
iot-amqp.cn-guangzhou.aliyuncs.com.,rrset/name/*.iot-amqp.cn-guangzhou.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-guangzhou.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-guangzhou.aliyuncs.com./CNAME,
iot-amqp.cn-chengdu.aliyuncs.com.,rrset/name/*.iot-amqp.cn-chengdu.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-chengdu.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-chengdu.aliyuncs.com./CNAME,
iot-amqp.cn-hongkong.aliyuncs.com.,rrset/name/*.iot-amqp.cn-hongkong.aliyuncs.com./A,rrset/name/*.iot-amqp.cn-hongkong.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.cn-hongkong.aliyuncs.com./CNAME,
iot-amqp.ap-southeast-1.aliyuncs.com.,rrset/name/*.iot-amqp.ap-southeast-1.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-southeast-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-southeast-1.aliyuncs.com./CNAME,
iot-amqp.ap-southeast-2.aliyuncs.com.,rrset/name/*.iot-amqp.ap-southeast-2.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-southeast-2.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-southeast-2.aliyuncs.com./CNAME,
iot-amqp.ap-southeast-3.aliyuncs.com.,rrset/name/*.iot-amqp.ap-southeast-3.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-southeast-3.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-southeast-3.aliyuncs.com./CNAME,
iot-amqp.ap-southeast-5.aliyuncs.com.,rrset/name/*.iot-amqp.ap-southeast-5.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-southeast-5.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-southeast-5.aliyuncs.com./CNAME,
iot-amqp.ap-south-1.aliyuncs.com.,rrset/name/*.iot-amqp.ap-south-1.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-south-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-south-1.aliyuncs.com./CNAME,
iot-amqp.ap-northeast-1.aliyuncs.com.,rrset/name/*.iot-amqp.ap-northeast-1.aliyuncs.com./A,rrset/name/*.iot-amqp.ap-northeast-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.ap-northeast-1.aliyuncs.com./CNAME,
iot-amqp.us-west-1.aliyuncs.com.,rrset/name/*.iot-amqp.us-west-1.aliyuncs.com./A,rrset/name/*.iot-amqp.us-west-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.us-west-1.aliyuncs.com./CNAME,
iot-amqp.us-east-1.aliyuncs.com.,rrset/name/*.iot-amqp.us-east-1.aliyuncs.com./A,rrset/name/*.iot-amqp.us-east-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.us-east-1.aliyuncs.com./CNAME,
iot-amqp.eu-central-1.aliyuncs.com.,rrset/name/*.iot-amqp.eu-central-1.aliyuncs.com./A,rrset/name/*.iot-amqp.eu-central-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.eu-central-1.aliyuncs.com./CNAME,
iot-amqp.eu-west-1.aliyuncs.com.,rrset/name/*.iot-amqp.eu-west-1.aliyuncs.com./A,rrset/name/*.iot-amqp.eu-west-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-amqp.eu-west-1.aliyuncs.com./CNAME,
iot-as-mqtt.cn-shanghai.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-shanghai.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-shanghai.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-shanghai.aliyuncs.com./CNAME,
link.aliyuncs.com.,rrset/name/*.link.aliyuncs.com./A,rrset/name/*.link.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.link.aliyuncs.com./CNAME,
iot-as-mqtt.cn-zhangjiakou.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-zhangjiakou.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-zhangjiakou.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-zhangjiakou.aliyuncs.com./CNAME,
iot-as-mqtt.cn-beijing.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-beijing.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-beijing.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-beijing.aliyuncs.com./CNAME,
iot-as-mqtt.cn-wulanchabu.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-wulanchabu.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-wulanchabu.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-wulanchabu.aliyuncs.com./CNAME,
iot-as-mqtt.cn-shenzhen.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-shenzhen.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-shenzhen.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-shenzhen.aliyuncs.com./CNAME,
iot-as-mqtt.cn-heyuan.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-heyuan.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-heyuan.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-heyuan.aliyuncs.com./CNAME,
iot-as-mqtt.cn-guangzhou.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-guangzhou.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-guangzhou.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-guangzhou.aliyuncs.com./CNAME,
iot-as-mqtt.cn-chengdu.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-chengdu.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-chengdu.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-chengdu.aliyuncs.com./CNAME,
iot-as-mqtt.cn-hongkong.aliyuncs.com.,rrset/name/*.iot-as-mqtt.cn-hongkong.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.cn-hongkong.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.cn-hongkong.aliyuncs.com./CNAME,
iot-as-mqtt.ap-southeast-1.aliyuncs.com.,rrset/name/*.iot-as-mqtt.ap-southeast-1.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.ap-southeast-1.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.ap-southeast-1.aliyuncs.com./CNAME,
iot-as-mqtt.ap-southeast-2.aliyuncs.com.,rrset/name/*.iot-as-mqtt.ap-southeast-2.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.ap-southeast-2.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.ap-southeast-2.aliyuncs.com./CNAME,
iot-as-mqtt.ap-southeast-3.aliyuncs.com.,rrset/name/*.iot-as-mqtt.ap-southeast-3.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.ap-southeast-3.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.ap-southeast-3.aliyuncs.com./CNAME,
iot-as-mqtt.ap-southeast-5.aliyuncs.com.,rrset/name/*.iot-as-mqtt.ap-southeast-5.aliyuncs.com./A,rrset/name/*.iot-as-mqtt.ap-southeast-5.aliyuncs.com./AAAA,'Alibaba Cloud',,,,rrset/name/*.iot-as-mqtt.ap-southeast-5.aliyuncs.com./CNAME,
